Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Stansbury, Joel",57204876443,1,"Physics and Astronomy
",,
"Stanziano, G.",6602192067,1,"Medicine
Chemical Engineering
",,
"Stark, Carahline",57192008634,1,"Biochemistry, Genetics and Molecular Biology
",,
"Stark Goodman, Johanna K.",56294642600,1,"Materials Science
Physics and Astronomy
Chemistry
Energy
",,
"Staskevicius, Erika",57193134157,1,"Engineering
Materials Science
",,
"Stasko, Youn Ah Kang John T.",25825741400,1,"Computer Science
",,
"Statham, D. L.",6603778075,1,"Materials Science
",,
"Staton, G. W.",23056014700,1,"Multidisciplinary
",,
"Stayton, J. Wes",57212084175,1,"Social Sciences
Computer Science
Engineering
Environmental Science
",,
"Steadman, Kimberly B.",57519744200,1,"Engineering
",,
"Steed, Garrett",55434048900,1,"Social Sciences
Environmental Science
",,
"Steele, Ariel",58147788000,1,"Engineering
Social Sciences
",,
"Steele, J. Michael",7402404055,1,"Engineering
Earth and Planetary Sciences
",,
"Steele, William",57193127949,1,"Energy
Physics and Astronomy
Chemistry
Chemical Engineering
",,
"Stefanowicz, Angela",57872870600,1,"Engineering
",,
"Steidl, Paul J.",58009866000,1,"Social Sciences
",,
"Stein, J. M.",58423101400,1,"Earth and Planetary Sciences
Social Sciences
Environmental Science
",,
"Steinhaus, Carolyn P.",6603329311,1,"Engineering
",,
"Steinichen, Charlotte",57221125699,1,"Computer Science
Engineering
Decision Sciences
",,
"Stensland, Benjamin",35957500600,1,"Computer Science
Mathematics
",,
"Stephan2, Ernst P.",57189204750,1,"Mathematics
",,
"Stephansson, Sean N.",6508160261,1,"Engineering
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Stephen, E. R.",57222610959,1,"Computer Science
Engineering
Mathematics
",,
"Stephen, Thomas",58479644100,1,"Immunology and Microbiology
",,
"Stephens, Cal",57212173741,1,"Computer Science
",,
"Stephens, Chris",7202917667,1,"Physics and Astronomy
Engineering
",,
"Stephens, Kenneth W.",57188906083,1,"Chemical Engineering
Materials Science
",,
"Stephens, Morgan",57216871272,1,"Medicine
",,
"Stephens, Rasheeda K.",8044151300,1,"Chemistry
",,
"Stephenson, B. K.",7005392326,1,"Earth and Planetary Sciences
Environmental Science
",,
"Ӧsterholm, Anna M.",57202001693,1,"Materials Science
Energy
",,
"Stern, J. G.",57206489961,1,"Physics and Astronomy
Earth and Planetary Sciences
",,
"Stern, Joshua",36139761000,1,"Materials Science
Chemistry
",,
"Steve Erwin, C.",6503980643,1,"Energy
",,
"Stevens, Anthony J.",24734152600,1,"Engineering
Computer Science
",,
"Stevens, J. C.",56392067000,1,"Engineering
",,
"Stevens, Jeff A.",56329876900,1,"Engineering
Materials Science
",,
"Stevens, N. S.M.",57196999408,1,"Chemistry
Materials Science
",,
"Stevens, Paula",7202627289,1,"Engineering
",,
"Stevenson, Jeff",56108871300,1,"Computer Science
",,
"Stevo, Katherine",57886288900,1,"Engineering
Computer Science
",,
"Steward, Corey",55579815200,1,"Computer Science
",,
"Steward, Rejanah",57197445834,1,"Materials Science
",,
"Stewart, Fermin A.A.",55431050600,1,"Biochemistry, Genetics and Molecular Biology
",,
"Stewart, H. Milton",57614487800,1,"Computer Science
",,
"Stewart, R. Dennis",7402717014,1,"Engineering
",,
"Stewart, Samuel D.",57220752133,1,"Chemistry
Materials Science
Chemical Engineering
",,
"Stewarta, Frank J.",57201649115,1,"Agricultural and Biological Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Environmental Science
",,
"Still, R. T.",7005445088,1,"Engineering
",,
"Stillman, Scott",57190738313,1,"Computer Science
",,
"Stillwell, Fred",55858986100,1,"Engineering
",,
"Stilp, Kael",35265277000,1,"Mathematics
",,
"Stilp, Michael D.",23391308300,1,"Mathematics
Biochemistry, Genetics and Molecular Biology
Computer Science
",,
"Stinson, M. J.",8119584500,1,"Engineering
",,
"Stock, Gorman",57208385577,1,"Materials Science
Chemistry
",,
"Stock, S. R.",57218184129,1,"Materials Science
Physics and Astronomy
",,
"Stocks, Dana R.",6602187307,1,"Engineering
",,
"Stockton (pi), Amanda",58259253600,1,"Physics and Astronomy
Earth and Planetary Sciences
",,
"Stoichev, Z.",57218225946,1,"Energy
Materials Science
",,
"Stoop, Jorik P.",58288271700,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Stopp, D. M.",6507857009,1,"Engineering
Energy
",,
"Stoppleman, John P.",57990261500,1,"Physics and Astronomy
Chemistry
",,
"Stordy, Laura",57219687070,1,"Mathematics
",,
"Storey, Rebecca",57705298900,1,"Medicine
Psychology
",,
"Stout, Paige E.",54925794700,1,"Medicine
",,
"Stoute, Delvis",56108705400,1,"Computer Science
",,
"Stoyanov, T.",14825968700,1,"Mathematics
",,
"Strable, W. C.",57192289162,1,"Engineering
",,
"Strachan, Ashton Tureaud",58557987400,1,"Medicine
Nursing
",,
"Strahlet, Warren C.",57192275050,1,"Engineering
Earth and Planetary Sciences
Energy
",,
"Strauss, Hunter",57206723193,1,"Engineering
Computer Science
",,
"Streeter, Mikala",57225744664,1,"Computer Science
",,
"Streetman, Wm E.",24751081300,1,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Streiff, Micah",57189365147,1,"Engineering
Materials Science
",,
"Strellis, B.",55809667800,1,"Environmental Science
Earth and Planetary Sciences
",,
"Strickland, Brian",8216147800,1,"Engineering
",,
"Strickland, Emily",57221587429,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Strickland, Henry",6602535340,1,"Biochemistry, Genetics and Molecular Biology
Arts and Humanities
",,
"Stringer, Hugh L.",16037575800,1,"Chemistry
Environmental Science
",,
"Stroecker, Rebecca M.",56123132100,1,"Engineering
Computer Science
",,
"Stroeva, Sofie Ellen",58077270600,1,"Pharmacology, Toxicology and Pharmaceutics
Medicine
",,
"Stroud, Alicia",55810157600,1,"Engineering
",,
"Strouphauer, A. D.",6506461850,1,"Physics and Astronomy
Energy
Medicine
",,
"Stryffeler, Rachel B.",57193451637,1,"Chemistry
",,
"Stubbs, Spencer",57963226600,1,"Agricultural and Biological Sciences
",,
"Stubel, Christopher",57216894262,1,"Engineering
Business, Management and Accounting
Social Sciences
",,
"Stubicar, Nada",36914023200,1,"Engineering
",,
"Stuckey, Samantha",57914126800,1,"Biochemistry, Genetics and Molecular Biology
",,
"Studebaker, Olivia Bailey",57214884674,1,"Environmental Science
Chemistry
Earth and Planetary Sciences
",,
"Studstill, William T.",57296269500,1,"Pharmacology, Toxicology and Pharmaceutics
",,
"Stuenke, D. O.",14067963600,1,"Engineering
Energy
",,
"Stull, William",58178678100,1,"Computer Science
",,
"Stumpf, W. M.",24308486500,1,"Mathematics
Engineering
Computer Science
Decision Sciences
",,
"Sturgill, O. K.",8268380100,1,"Materials Science
Chemistry
",,
"Sturisky, Selwyn H.",6506634507,1,"Engineering
Social Sciences
",,
"Sturrock, Paul E.",57225433542,1,"Chemistry
",,
"Stvczynski, M. P.",57219976890,1,"Biochemistry, Genetics and Molecular Biology
",,
"Styczvnski, M. P.",57219979528,1,"Biochemistry, Genetics and Molecular Biology
",,
"Styczynsky, Mark P.",55772675000,1,"Medicine
Immunology and Microbiology
Neuroscience
Biochemistry, Genetics and Molecular Biology
",,
"Stypulkowski, A. Lynnae",57558552800,1,"Engineering
Earth and Planetary Sciences
",,
"Su, Antong",57189440274,1,"Engineering
",,
"Su, Ji",57344500900,1,"Engineering
Materials Science
",,
"Su, Jiaxing",57706274300,1,"Computer Science
",,
"Su, Michelle",57193626999,1,"Multidisciplinary
",,
"Su, Wei",56133467900,1,"Materials Science
",,
"Su, Y.",58024621100,1,"Physics and Astronomy
Materials Science
Chemistry
",,
"Su, Yu",57216628234,1,"Materials Science
Engineering
",,
"Suazo Betancourt, J. L.",58101845600,1,"Physics and Astronomy
",0000-0002-5468-1249,
"Subbarao, B.",57196559965,1,"Engineering
Physics and Astronomy
",,
"Subedi, Ayush",58165010600,1,"Computer Science
Health Professions
Social Sciences
",,
"Subiño Sullivan, Carol",57291640400,1,"Physics and Astronomy
Social Sciences
",,
"Subrahmanyam, Muthukumar",46761579100,1,"Engineering
Business, Management and Accounting
",,
"Subramanian, A.",57191879254,1,"Engineering
Computer Science
",,
"Subramanian, Bharath",57525874700,1,"Engineering
Computer Science
",,
"Subramanian, Rajagopal",7202796414,1,"Engineering
",,
"Subramanian, Sidharth",58290911100,1,"Computer Science
Engineering
Physics and Astronomy
Arts and Humanities
",,
"Subramanian, Swernath",56126800000,1,"Engineering
Chemistry
Chemical Engineering
",,
"Sudar, Selvendran",58299458900,1,"Energy
",,
"Suen, Allan J.H.",57225433520,1,"Engineering
",,
"Suen, Jack F.",55840387900,1,"Computer Science
Engineering
",,
"Suen, Kiling",57216015868,1,"Biochemistry, Genetics and Molecular Biology
",,
"Suffern, Zachary",56912350300,1,"Computer Science
Engineering
",,
"Suh, D. Y.",36886570500,1,"Engineering
",,
"Suh, Hansol",57222334048,1,"Computer Science
",,
"Suh, Hyewon",55583346000,1,"Social Sciences
",,
"Suh, Jasmine",57217148144,1,"Business, Management and Accounting
Social Sciences
",,
"Suh, Sungmin",15623681900,1,"Engineering
",,
"Suleiman, Baha",57190794153,1,"Engineering
Earth and Planetary Sciences
",,
"Sullivan, Anne",57213193498,1,"Mathematics
Computer Science
",,
"Sullivan, Erica N.",57196731389,1,"Chemistry
",,
"Sullivan, Nicole",53064873500,1,"Environmental Science
Chemistry
",,
"Sullivan, Robert J.",16036837600,1,"Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Sullivan, Wayne",24548718900,1,"Chemistry
Physics and Astronomy
",,
"Sulllards, M. Cameron",26667370700,1,"Biochemistry, Genetics and Molecular Biology
",,
"Sultan, Zain",57200127457,1,"Psychology
",,
"Sumer, Y. Faik",21743725800,1,"Engineering
",,
"Sumilong, Adam",58046159800,1,"Computer Science
",,
"Summerlin, R. Stephens",56119358800,1,"Computer Science
",,
"Summerour, Jamie",11939906500,1,"Physics and Astronomy
",,
"Sumner, Bethany",39362240400,1,"Computer Science
",,
"Sumner, Bob",36908117300,1,"Physics and Astronomy
Materials Science
Engineering
Mathematics
Computer Science
",,
"Sumsky, Chris",50263452900,1,"Social Sciences
Computer Science
",,
"Sun, Adele Yunlan",57207575750,1,"Computer Science
",,
"Sun, Changyan",57193832191,1,"Physics and Astronomy
",,
"Sun, Daniel",55806486200,1,"Energy
",,
"Sun, Feifei",57192674589,1,"Energy
Materials Science
Environmental Science
Chemical Engineering
Medicine
",,
"Sun, Guanhua",58476925400,1,"Computer Science
",,
"Sun, Hanfei",58025046600,1,"Social Sciences
Arts and Humanities
",,
"Sun, Haodong",57219506841,1,"Mathematics
Computer Science
",,
"Sun, Haoran",57776627900,1,"Physics and Astronomy
Chemistry
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Sun, Huaiwei",57212171449,1,"Computer Science
",,
"Sun, Hui",56125946300,1,"Chemical Engineering
Materials Science
",,
"Sun, Hui Tien",57872346700,1,"Engineering
",,
"Sun, Iris",57189703175,1,"Computer Science
Arts and Humanities
Social Sciences
",,
"Sun, Keguang",7401518615,1,"Materials Science
",,
"Sun, L.",57199012408,1,"Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Sun, Lee Kai",57222308014,1,"Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Engineering
Medicine
Computer Science
",,
"Sun, Lei",57747277200,1,"Computer Science
Engineering
Medicine
",,
"Sun, Leila",57971036300,1,"Chemistry
Materials Science
",,
"Sun, Meng",57201027907,1,"Biochemistry, Genetics and Molecular Biology
",,
"Sun, Qianyi",57470481200,1,"Engineering
Computer Science
",,
"Sun, Shuyi",57208239371,1,"Computer Science
",,
"Sun, Wenting",57315340400,1,"Physics and Astronomy
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Sun, Y.",57188635205,1,"Engineering
Energy
",,
"Sun, Yi",57212503203,1,"Physics and Astronomy
Chemistry
",,
"Sun, Yici",57222622417,1,"Materials Science
",,
"Sun, Yiwen",57219293053,1,"Mathematics
Computer Science
",,
"Sun, Yuanjie",57207579460,1,"Computer Science
",,
"Sun, Yuming",57481600300,1,"Decision Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
",,
"Sun, Yuxin",57758044700,1,"Computer Science
",,
"Sun, Zhi",57411249600,1,"Engineering
Computer Science
",,
"Sundar, Anirudh S.",57713771400,1,"Arts and Humanities
Social Sciences
Computer Science
",,
"Sundar, Hema",57221354802,1,"Agricultural and Biological Sciences
",,
"Sundar, Vikram A.",57220356395,1,"Engineering
Chemistry
Chemical Engineering
",,
"Sundaram, C. M.",55691264900,1,"Engineering
Environmental Science
",,
"Sundaraman, Venkatesh",6504458959,1,"Engineering
Physics and Astronomy
",,
"Sundaramoorthi, Annapoorani",36710768200,1,"Physics and Astronomy
Materials Science
Engineering
Mathematics
Computer Science
",,
"Sundaramoothi, Annapoorani",55123151200,1,"Materials Science
Energy
",,
"Sundararajan, Prathic",58067812400,1,"Medicine
",,
"Sundaresan, Chandrashekar",57053137800,1,"Engineering
Materials Science
",,
"Sung, Bill",34881093000,1,"Engineering
Mathematics
Computer Science
",,
"Sung, Hohwang",15057153900,1,"Mathematics
Computer Science
",,
"Sung, Woongje",58183246500,1,"Engineering
",,
"Sunkara, D.",57212036992,1,"Engineering
",,
"Sunny, Sundeep K.",6506676289,1,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
",,
"Sura, Ravi K.",57930868700,1,"Materials Science
",,
"Surani, Sana H.",57201975977,1,"Medicine
Engineering
",,
"Surapaneni, Sindhuja",58359495300,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Surasani, Lekha",56976439100,1,"Computer Science
Social Sciences
",,
"Surdick, R. Troy",37044996400,1,"Computer Science
Engineering
",,
"Surdick, Troy",6505665317,1,"Engineering
",,
"Suresh, Bhavana",58569851300,1,"Biochemistry, Genetics and Molecular Biology
",,
"Suresh, S.",57188666832,1,"Earth and Planetary Sciences
",,
"Suresh, Srinidhi",57218794309,1,"Engineering
Materials Science
",,
"Surillo, Emanuel",57211025258,1,"Engineering
Materials Science
",,
"Surrency, Heather Hepler",26424367000,1,"Medicine
",,
"Sutono, S.",6504180288,1,"Physics and Astronomy
Engineering
Materials Science
",,
"Suttle, Brandon M.",54405042300,1,"Materials Science
Chemistry
Chemical Engineering
",,
"Sutton, M. R.",58322908200,1,"Engineering
",,
"Sutton, Scot M.",58260011900,1,"Physics and Astronomy
Earth and Planetary Sciences
",,
"Sutton, William",57194784786,1,"Engineering
Computer Science
Social Sciences
",,
"Suzuki, Satomi",57210157098,1,"Social Sciences
Arts and Humanities
Computer Science
",,
"Swacek, C. B.",57224271445,1,"Physics and Astronomy
",,
"Swain, Aniketh",57762211900,1,"Computer Science
",,
"Swaminathati, M.",56925328900,1,"Engineering
Computer Science
",,
"Swamnathan, Madhavan",55778849200,1,"Engineering
Computer Science
",,
"Swamy, Kevin",57576282200,1,"Engineering
",,
"Swann, Andrew T.",37666192400,1,"Chemistry
",,
"Swanson, Ann E.",57202283254,1,"Medicine
",,
"Swanson, David",56646841100,1,"Engineering
",,
"Swarup, Keshav",57202685589,1,"Materials Science
Chemical Engineering
",,
"Sweetman, E.",7801407355,1,"",,
"Sweetnich, Lindsey",56411974300,1,"Arts and Humanities
Social Sciences
",,
"Sweger, J.",8305110400,1,"Engineering
",,
"Swehla, Douglas",57195275180,1,"Computer Science
",,
"Swemath, Subramanian",56271776000,1,"Chemical Engineering
Computer Science
",,
"Swenduk, G. D.",57208738562,1,"Engineering
Mathematics
",,
"Swenson, Michael",57219715166,1,"Computer Science
",,
"Swette, Richard",55937038600,1,"Computer Science
Social Sciences
",,
"Świçch, Andrzej",6504672807,1,"Mathematics
Decision Sciences
",,
"Świe̜ch, Andrzej",56815017700,1,"Mathematics
",,
"Świeogonekch, Andrzej",36627693100,1,"Mathematics
",,
"Swinea, Juliet",58198459200,1,"Engineering
",,
"Swisshelm, Jerry D.",6507880543,1,"",,
"Syed, Akil",57202819718,1,"Energy
Chemical Engineering
",,
"Sykes, Michelle C.",36941860500,1,"Engineering
Physics and Astronomy
Chemical Engineering
",,
"Symond, Joshua M.",35362789400,1,"Chemistry
",,
"Syrkett, Liana",57219852995,1,"Computer Science
Psychology
Social Sciences
",,
"Szendel, Timothy N.",57497163100,1,"Engineering
",,
"Szeto, Connor",57218353318,1,"Engineering
Materials Science
",,
"Szot, Phillip A.",57220810458,1,"Engineering
Earth and Planetary Sciences
",,
"T Bates, Josephine",57188631464,1,"Earth and Planetary Sciences
",,
"Ta Huynh, Duy Nguyen",35184053500,1,"Computer Science
",,
"Tabor, Christina",55668125200,1,"Chemical Engineering
Chemistry
",,
"Taborga, Micaela",57200219154,1,"Chemical Engineering
",,
"Tabuchi, Masaki",36837703900,1,"Engineering
",,
"Tadanki, Anirudh",57193873144,1,"Engineering
",,
"Tadayon, F.",56765925900,1,"Engineering
",,
"Tahiliani, Rohan",55849699300,1,"Computer Science
",,
"Tahir, Izah",57874045900,1,"Mathematics
",,
"Taillefer, Martial",52763888300,1,"Chemistry
",,
"Tait Takatani",26533509800,1,"Chemistry
",,
"Tajiri, K.",56105938900,1,"Engineering
Earth and Planetary Sciences
",,
"Takahashi, Takehiro",56130785400,1,"Computer Science
",,
"Takefumi, Tahara",6504737135,1,"Engineering
",,
"Takuma, Nakamura",57224293691,1,"Engineering
",,
"Talaksi, Ali",57221697848,1,"Engineering
",,
"Talapatra, Shantanu",51562751400,1,"Materials Science
",,
"Talbot, Thomas F.",23040524800,1,"Physics and Astronomy
Computer Science
",,
"Talley, Anne D.",57213208123,1,"Materials Science
Energy
Chemical Engineering
Environmental Science
",,
"Talley, Janice",57191101458,1,"Social Sciences
",,
"Talpade, Curran",55886433700,1,"Medicine
Psychology
Nursing
",,
"Tam, Hannah",58285155400,1,"Computer Science
",,
"Tamayo, Justin",57195960040,1,"Engineering
",,
"Tamayo, Laura",57208180143,1,"Social Sciences
Environmental Science
",,
"Tamburro, Michael B.",26541626100,1,"Mathematics
",,
"Tamura, T.",16228731600,1,"Engineering
",,
"Tan, C.",55467989900,1,"Biochemistry, Genetics and Molecular Biology
Engineering
Materials Science
",,
"Tan, Guosheng",36786743000,1,"Biochemistry, Genetics and Molecular Biology
",,
"Tan, Jiaqi",57214415764,1,"Engineering
Pharmacology, Toxicology and Pharmaceutics
",,
"Tan, Jim",8407281000,1,"Engineering
Computer Science
",,
"Tan, Kai",55668800100,1,"Computer Science
",,
"Tan, Ning",58324194400,1,"Mathematics
Computer Science
",,
"Tan, Wei Siong",56272699900,1,"Engineering
",,
"Tan, Y.",57199823721,1,"Computer Science
",,
"Tanaka, N.",7404271521,1,"Engineering
",,
"Tanaka, T.",56164707300,1,"Biochemistry, Genetics and Molecular Biology
",,
"Tandon, Prateek",57197389753,1,"Engineering
",,
"Tandra, Gabriella",58536075500,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Medicine
Computer Science
",,
"Tang, Amanda",57807145300,1,"Computer Science
Physics and Astronomy
Mathematics
Engineering
",,
"Tang, Calix",58539643100,1,"Computer Science
Physics and Astronomy
",,
"Tang, D.",7401986747,1,"Chemical Engineering
",,
"Tang, Elizabeth Zilin",54582883200,1,"Engineering
Earth and Planetary Sciences
",,
"Tang, J. M.",56255469400,1,"Energy
Chemical Engineering
Engineering
Chemistry
",,
"Tang, Jimmy Q.",57425089800,1,"Engineering
",,
"Tang, Ke",55151912900,1,"Engineering
",,
"Tang, Michelle L.",57203584883,1,"Medicine
Social Sciences
",,
"Tang, Muchao",57194830156,1,"Computer Science
",,
"Tang, Sze Ho Thomas",7403437307,1,"Engineering
Physics and Astronomy
Computer Science
",,
"Tang, T. D.",7401988914,1,"Engineering
",,
"Tang, Tianxin",57209293556,1,"Mathematics
Computer Science
",,
"Tang, Tiffany Y.C.",58164571100,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",,
"Tang, Wenyu",58198832300,1,"Chemistry
",,
"Tang, Yi",58597035200,1,"Agricultural and Biological Sciences
Earth and Planetary Sciences
",,
"Tang, Yichen",57224212256,1,"Business, Management and Accounting
Arts and Humanities
Psychology
",,
"Tang, Yichen",58593101300,1,"Computer Science
",,
"Tang, Yongping",57191138962,1,"Chemistry
",,
"Tanioka, Tatsuro",36446884600,1,"Materials Science
Chemistry
Chemical Engineering
",,
"Tankayev, Timur",57195903063,1,"Mathematics
",,
"Tanna, Aman H.",57682733500,1,"Engineering
Mathematics
Materials Science
",,
"Tannenbaum, Sarah",36546863400,1,"Chemistry
",,
"Tanner, J. M.",22990276000,1,"Physics and Astronomy
",,
"Tantzeris, Emmanouil M.",36543285100,1,"Physics and Astronomy
Engineering
",,
"Tao, Hui",57192153917,1,"Chemical Engineering
Chemistry
",,
"Tao, Kevin",57225881763,1,"Medicine
",,
"Tao, Yugou",55488842400,1,"Engineering
",,
"Tao, Yuguo",57450913600,1,"Engineering
",,
"Taratus, Ellen Martin",6505755035,1,"Immunology and Microbiology
Agricultural and Biological Sciences
",,
"Tarazi, Salah",57209852519,1,"Engineering
",,
"Tarlneu, Gilliane",57191384412,1,"Chemical Engineering
",,
"Tarun, A.",57105108300,1,"Health Professions
Medicine
Computer Science
",,
"Tarzona, Angelo",57376068300,1,"Earth and Planetary Sciences
",,
"Tata, A. S.",57197048220,1,"Materials Science
",,
"Tatarskii, V.",58395506500,1,"Earth and Planetary Sciences
",,
"Taunk, Tarang",35106133400,1,"Computer Science
Social Sciences
Engineering
",,
"Tauro-Padival, Rahul",58532921400,1,"Engineering
",,
"Taylor, Angela C.",55473579400,1,"Mathematics
",,
"Taylor, Ashley",55473532100,1,"Computer Science
Psychology
",,
"Taylor, Caity",57188720256,1,"Computer Science
",,
"Taylor, James L.",57188903338,1,"Materials Science
Chemical Engineering
",,
"Taylor, Ja'Quan",56146390400,1,"Computer Science
",,
"Taylor, Joshua",57199221449,1,"Engineering
",,
"Taylor, K. E.",55449555600,1,"Energy
",,
"Taylor, Lyman",7402700822,1,"Engineering
",,
"Taylor, M. L.",57214041280,1,"Chemistry
Materials Science
Chemical Engineering
",,
"Taylor, Matthew B.",57214041287,1,"Biochemistry, Genetics and Molecular Biology
Environmental Science
",,
"Taylor, Mollie",56176910600,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Taylor, Paige",57190801258,1,"Computer Science
",,
"Taylor, Patricia",58046545200,1,"Arts and Humanities
",,
"Taylor, Robert C.",57198562041,1,"Engineering
Physics and Astronomy
Chemistry
Materials Science
",,
"Taylor, Robert T.",55728421000,1,"Biochemistry, Genetics and Molecular Biology
",,
"Taylor, Ruthie",57211708977,1,"Medicine
",,
"Taylor, Stephen W.",57683718900,1,"Engineering
Chemical Engineering
",,
"Taylor, Sydney",57226063379,1,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Taylor, Thomas S.",57199042519,1,"Engineering
",,
"Taylor, Wendi",57198530765,1,"Decision Sciences
Mathematics
Engineering
",,
"Tays, J. K.",6506346273,1,"Energy
Engineering
",,
"te Winkel, L.",7801525085,1,"Engineering
",,
"Te]a, Amyn S.",57194996989,1,"Engineering
Chemistry
Chemical Engineering
",,
"Teaguea, J. Ralph",57217968694,1,"Physics and Astronomy
Materials Science
Mathematics
Engineering
Computer Science
",,
"Teare, D. A.",6603726562,1,"Engineering
",,
"Teasdale, François Bolduc",56341480100,1,"Engineering
",,
"Teat, Stephanie",56080297700,1,"Biochemistry, Genetics and Molecular Biology
",,
"Teates, H. Bennett",56718016800,1,"Computer Science
",,
"Tegen, Carter",57844820100,1,"Social Sciences
Engineering
Computer Science
",,
"Teia, Amyn S.",57194813278,1,"Engineering
Chemistry
Chemical Engineering
",,
"Tej, Marla Krishna",6504010671,1,"Physics and Astronomy
",,
"Tejada, Tina Guldberg",56580231200,1,"Engineering
Energy
",,
"Tejatanalert, Sukasem",6507571371,1,"Chemical Engineering
Materials Science
",,
"Tekgul, Hakan",57219443256,1,"Engineering
Physics and Astronomy
Computer Science
",,
"Temples, Danielle",57273591400,1,"Neuroscience
",,
"Templeton, W. M.",56672137100,1,"Physics and Astronomy
Engineering
Energy
",,
"Templeton, W. M.",7006775152,1,"Medicine
",,
"Templin, Steel",57190444174,1,"Engineering
",,
"Tendeyong, Fany",6505590950,1,"Environmental Science
",,
"Tene Defo, Brice A.",55339208300,1,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Engineering
Chemistry
",,
"Teng, Hui",55424333900,1,"Materials Science
",,
"Teng, Jeffrey W.",57685054700,1,"Engineering
Materials Science
",,
"Teng, S. H.I.",36519821800,1,"Materials Science
Agricultural and Biological Sciences
Engineering
",,
"Tennant, E. Paula",16199968500,1,"Biochemistry, Genetics and Molecular Biology
",,
"Tennenbaum, Michael E.",55952373400,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Tennyson, Simone L.",57942837900,1,"Chemistry
Materials Science
Chemical Engineering
",,
"Tepecik, Imgenur",57474673800,1,"Multidisciplinary
",,
"Terada, Yuri",57194343588,1,"Materials Science
",,
"Terapane, M.",6503894118,1,"Chemistry
",,
"Terett, Stuart H.",36714634000,1,"Engineering
Chemistry
Chemical Engineering
",,
"Terhaar, Hanna",57655588800,1,"Medicine
",,
"Terrier, Vincent",57207572899,1,"Computer Science
Mathematics
",,
"Terrill, William F.",6505514438,1,"Biochemistry, Genetics and Molecular Biology
Environmental Science
",,
"Terry, Charles",38863015500,1,"Biochemistry, Genetics and Molecular Biology
",,
"Teta, Amyn S.",57065356900,1,"Chemistry
Chemical Engineering
",,
"Teyrasse, Thomas",54881309300,1,"Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Tezcan, Tolga",57212825121,1,"Mathematics
Engineering
Chemical Engineering
Computer Science
",,
"Thackston, Daniel",55934031300,1,"Materials Science
Energy
Chemistry
",,
"Thadani, Shalini",6602093112,1,"Materials Science
",,
"Thakare, Prashant J.",15837739400,1,"Engineering
",,
"Thakare, Suyash",57219711104,1,"Computer Science
",,
"Thaker, Pavan",57219911788,1,"Medicine
",,
"Thakurdesai, Niranjan",57219506048,1,"Computer Science
Engineering
",,
"Thamanavat, Kanrakot",25643494200,1,"Physics and Astronomy
Chemistry
Chemical Engineering
",,
"Thangadurai, Sivaram",57201910402,1,"Engineering
Materials Science
",,
"Thangjitham, Jessica",58568781900,1,"Chemical Engineering
Physics and Astronomy
Materials Science
Engineering
Computer Science
",,
"Thapliyal, Racchit",54586095900,1,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",,
"Tharayil, Jacob",58311067100,1,"Computer Science
Arts and Humanities
Social Sciences
",,
"Thatcher, A. H.",8119584700,1,"Engineering
",,
"Thayer, Dan",55819586500,1,"Engineering
Chemical Engineering
",,
"Thayer, Patrick",57198312557,1,"Engineering
",,
"The, Andy C.",57213674070,1,"Engineering
",,
"Theologidu, Maria",24323227200,1,"Computer Science
Decision Sciences
Engineering
Mathematics
",,
"Thien, Abby",57217146593,1,"Social Sciences
Business, Management and Accounting
",,
"Thiets, Robert",51562876100,1,"Engineering
Mathematics
",,
"Thiruvengadachari, Prashant",35957425000,1,"Computer Science
Mathematics
",,
"Thomas, Ashleigh",57224104639,1,"Computer Science
",,
"Thomas, Brian",56212918900,1,"Psychology
",,
"Thomas, Charu",57204730408,1,"Computer Science
",,
"Thomas, Colin",57214276212,1,"Engineering
Physics and Astronomy
Materials Science
Energy
Environmental Science
",,
"Thomas, D. D.",56283876500,1,"Engineering
",,
